Experiment,Class,Index,Top1,Entropy,SSIM
E4_Extreme,1,4,0.9980633854866028,0.01814795471727848,0.008593844404853265
E4_Extreme,1,5,0.998367965221405,0.01554918847978115,0.010149765061468247
E4_Extreme,1,6,0.9983425140380859,0.01578272506594658,0.006629652610382805
E4_Extreme,1,7,0.9982900023460388,0.016238346695899963,0.014435128859366325
E4_Extreme,1,8,0.9979795813560486,0.018846243619918823,0.006067697048929253
E4_Extreme,1,9,0.998305082321167,0.01606597751379013,0.0057233210136154195
E4_Extreme,2,0,0.9983194470405579,0.015804816037416458,0.0004760667979390532
E4_Extreme,2,1,0.9988164901733398,0.01148347556591034,2.185582046001573e-05
E4_Extreme,2,2,0.998475968837738,0.014409434050321579,0.003373504536869711
E4_Extreme,2,3,0.9984797835350037,0.014504797756671906,0.0009440363039531375
E4_Extreme,2,4,0.9983671307563782,0.01537700742483139,0.003591893712206276
E4_Extreme,2,5,0.9985688924789429,0.013698487542569637,0.001385227849364917
E4_Extreme,2,6,0.998026430606842,0.01822088472545147,0.0031170778553890775
E4_Extreme,2,7,0.9985671043395996,0.013720804825425148,6.993908729387006e-05
E4_Extreme,2,8,0.9986515641212463,0.012956151738762856,0.000227893658523899
E4_Extreme,2,9,0.9985390901565552,0.013899626210331917,3.208589853874558e-05
E4_Extreme,3,0,0.9996544122695923,0.0038077139761298895,0.00010971514466159872
E4_Extreme,3,1,0.999786913394928,0.0024478319101035595,7.022763196432644e-05
E4_Extreme,3,2,0.9996699094772339,0.0036697068717330694,0.00010587499175218067
E4_Extreme,3,3,0.9997082352638245,0.0032622930593788624,9.08039400786579e-05
E4_Extreme,3,4,0.9997574687004089,0.0027605174109339714,6.149936046854274e-05
E4_Extreme,3,5,0.9998207688331604,0.002085994929075241,9.314934863430773e-05
E4_Extreme,3,6,0.9997697472572327,0.0026310007087886333,0.0001314430375610146
E4_Extreme,3,7,0.9997897744178772,0.0024196472950279713,9.247213203889636e-05
E4_Extreme,3,8,0.9997474551200867,0.0028544673696160316,5.992515824639044e-05
E4_Extreme,3,9,0.9997885823249817,0.0024366891011595726,7.876217146988044e-05
E4_Extreme,4,0,0.6886489391326904,1.194602131843567,9.795027454379312e-05
E4_Extreme,4,1,0.6814289093017578,1.2115886211395264,5.3775443770860905e-05
E4_Extreme,4,2,0.6803938746452332,1.2205920219421387,0.0003313666626312181
E4_Extreme,4,3,0.6924166083335876,1.1814656257629395,6.154137815789631e-05
E4_Extreme,4,4,0.7070311903953552,1.1422038078308105,7.133578020792142e-05
E4_Extreme,4,5,0.6804368495941162,1.215041160583496,0.00012700518181715274
